,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
938,0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
939,0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
940,0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
941,0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
942,0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
943,0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
944,0,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
945,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
946,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
947,0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
948,0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
949,0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
950,0,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
951,0,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
952,0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
953,0,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
954,0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
955,0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
956,0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
957,0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
958,0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
959,0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
960,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
961,0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
962,0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
963,0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
964,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
965,0,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
966,0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
967,0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
968,0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
969,0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
970,0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
971,0,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
972,0,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
973,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
974,0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
975,0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
976,0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
977,0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
978,0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
979,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
980,0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
981,0,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
982,0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
983,0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
984,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
985,0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
986,0,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15
987,0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
988,0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
989,0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
990,0,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
991,0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
992,0,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
993,0,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
994,0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
995,0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
996,0,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
997,0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
998,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
999,0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
1000,0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
1001,0,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
1002,0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
1003,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
1004,0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
1005,0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
1006,0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
1007,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
1008,0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
1009,0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
1010,0,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
1011,0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
1012,0,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
1013,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
1014,0,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
1015,0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
1016,0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
1017,0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
1018,0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
1019,0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
1020,0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
1021,0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
1022,0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
1023,0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
1024,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
1025,0,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
1026,0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
1027,0,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
1028,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
1029,0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
1030,0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
1031,0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
1032,0,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
1033,0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
1034,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
1035,0,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
1036,0,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
1037,0,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
1038,0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
1039,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
1040,0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
1041,0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
1042,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
1043,0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
1044,0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
1045,0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
1046,0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
1047,0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1048,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1049,0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
1050,0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
1051,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
1052,0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
1053,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
1054,0,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
1055,0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
1056,0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
1057,0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
1058,0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
1059,0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
1060,0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
1061,0,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
1062,0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
1063,0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
1064,0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
1065,0,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
1066,0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
1067,0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
1068,0,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
1069,0,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
1070,0,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
1071,0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
1072,0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
1073,0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
1074,0,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
1075,0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
1076,0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
1077,0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
1078,0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
1079,0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
1080,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
1081,0,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
1082,0,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
1083,0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
1084,0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
1085,0,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
1086,0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
1087,0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
1088,0,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
1089,0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
1090,0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
1091,0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
1092,0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
1093,0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
1094,0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
1095,0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
1096,0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
1097,0,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
1098,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
1099,0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
1100,0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
1101,0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
1102,0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
1103,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
1104,0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
1105,0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
1106,0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
1107,0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
1108,0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
1109,0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
1110,0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
1111,0,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
1112,0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
1113,0,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
1114,0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
1115,0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
1116,0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
1117,0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
1118,0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
1119,0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
1120,0,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
1121,0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
1122,0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
1123,0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
1124,0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
1125,0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
1126,0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
1127,0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
1128,0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9
1129,0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
1130,0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
1131,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
1132,0,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
1133,0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
1134,0,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
1135,0,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
1136,0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
1137,0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
1138,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
1139,0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
1140,0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
1141,0,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
1142,0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
1143,0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
1144,0,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
1145,0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
1146,0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
1147,0,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
1148,0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
1149,0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
1150,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10
1151,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
1152,0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
1153,0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
1154,0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
1155,0,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11
1156,0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
1157,0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
1158,0,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
1159,0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
1160,0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
1161,0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
1162,0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
1163,0,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
1164,0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
1165,0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
1166,0,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
1167,0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
1168,0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
1169,0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11
1170,0,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
1171,0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
1172,0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
1173,0,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
1174,0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
1175,0,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
1176,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
1177,0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
1178,0,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
1179,0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11
1180,0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
1181,0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
1182,0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
1183,0,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10
1184,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
1185,0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
1186,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
1187,0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
1188,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
1189,0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
1190,0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
1191,0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
1192,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
1193,0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
1194,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
1195,0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
1196,0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
1197,0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
1198,0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
1199,0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1200,0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
1201,0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
1202,0,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
1203,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
1204,0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
1205,0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
1206,0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
1207,0,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12
1208,0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
1209,0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
1210,0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
1211,0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
1212,0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
1213,0,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
1214,0,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
1215,0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
1216,0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
1217,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
1218,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
1219,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
1220,1,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
1221,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
1222,1,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
1223,1,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2
1224,1,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
1225,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
1226,1,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
1227,1,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4
1228,1,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
1229,1,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
1230,1,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
1231,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
1232,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
1233,1,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
1234,1,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
1235,1,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
1236,1,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
1237,1,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
1238,1,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
1239,1,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
1240,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
1241,1,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,5
1242,1,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
1243,1,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5
1244,1,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
1245,1,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
1246,1,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
1247,1,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
1248,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
1249,1,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
1250,1,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
1251,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
1252,1,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5
1253,1,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4
1254,1,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
1255,1,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,4
1256,1,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
1257,1,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
1258,1,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
1259,1,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
1260,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
1261,1,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
1262,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
1263,1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
1264,1,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
1265,1,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
1266,1,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
1267,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
1268,1,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
1269,1,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
1270,1,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6
1271,1,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
1272,1,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
1273,1,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
1274,1,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
1275,1,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
1276,1,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
1277,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
1278,1,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
1279,1,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5
1280,1,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
1281,1,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
1282,1,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
1283,1,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
1284,1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
1285,1,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
1286,1,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
1287,1,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
1288,1,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
1289,1,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
1290,1,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
1291,1,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
1292,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
1293,1,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
1294,1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
1295,1,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
1296,1,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,5
1297,1,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
1298,1,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
1299,1,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
1300,1,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
1301,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
1302,1,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
1303,1,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
1304,1,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
1305,1,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5
1306,1,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5
1307,1,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
1308,1,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
1309,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
1310,1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
1311,1,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6
1312,1,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
1313,1,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
1314,1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
1315,1,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
1316,1,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
1317,1,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
1318,1,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
